id,question,answer,category,type,difficulty,source_line,tags
430,"nerve [L5, S1] roots "" - What goes in the blank?","L5, S1 - "" deep fib -> common fib -> peroneal division of the sciatic -> sacral plexus """,Plexus Anatomy,Cloze,Easy,1347,plexus_anatomy;easy
431,""" [Single-fiber] needle electrode "" - What goes in the blank?","Single-fiber - "" This is a needle (reference) consisting of an exposed 25-μm diameter wire (active) it has an active electrode as a side prot pik up and the cannula is the reference Advantages : Looks at individual muscle fibers Used to assess fiber type density Used to assess jitter Used to assess fiber blocking ",Muscle Anatomy,Cloze,Easy,1348,muscle_anatomy;easy
432,""" EMG Special Studies Small nerve fiber abnormalities and associated [autonomic] dysfunction may not be seen with conventional NCS and can require additional tests "" - What goes in the blank?","autonomic - "" These may be considered in patients with systemic symptoms such as: orthostatic blood pressure changes, dry scaly skin, dry eyes, dry mouth, etc sounds like there is a sural n biopsy and mayo send out test for this add more? """,Muscle Testing,Cloze,Easy,1349,muscle_testing;easy
433,""" [Axonal] Peripheral Neuropathy ddx (broad categories) [BLANK] [BLANK] [BLANK] [BLANK] [BLANK] "" - What goes in the blank?","Axonal - "" Lyme, HIV, AIDP, +/- amyloid can cause both axonal and demyelination """,EMG Principles,Cloze,Easy,1351,emg_principles;easy
434,""" [HMSN-II::inherited disorder] Peripheral Neuropathy ddx (broad categories) [BLANK] [BLANK] [BLANK] [BLANK] [BLANK] "" - What goes in the blank?","HMSN-II::inherited disorder - "" Lyme, HIV, AIDP, +/- amyloid can cause both axonal and demyelination """,EMG Principles,Cloze,Easy,1351,emg_principles;easy
435,""" [Heavy metals: Lead, Gold, Mercury] Peripheral Neuropathy ddx (broad categories) [BLANK] [BLANK] [BLANK] [BLANK] [BLANK] "" - What goes in the blank?","Heavy metals: Lead, Gold, Mercury - "" Lyme, HIV, AIDP, +/- amyloid can cause both axonal and demyelination """,EMG Principles,Cloze,Easy,1351,emg_principles;easy
436,""" [Cancer drugs: Vincristine, Cis-platinum] Peripheral Neuropathy ddx (broad categories) [BLANK] [BLANK] [BLANK] [BLANK] [BLANK] "" - What goes in the blank?","Cancer drugs: Vincristine, Cis-platinum - "" Lyme, HIV, AIDP, +/- amyloid can cause both axonal and demyelination """,EMG Principles,Cloze,Easy,1351,emg_principles;easy
437,""" [Metabolic derangements: alcohol, B12 d eficiency, folate deficiency] Peripheral Neuropathy ddx (broad categories) [BLANK] [BLANK] [BLANK] [BLANK] [BLANK] "" - What goes in the blank?","Metabolic derangements: alcohol, B12 d eficiency, folate deficiency - "" Lyme, HIV, AIDP, +/- amyloid can cause both axonal and demyelination """,EMG Principles,Cloze,Easy,1351,emg_principles;easy
438,""" [Auto-immune: paraneoplastic syndrome, Sjogren's, Crohn's, Sarcoidosis] Peripheral Neuropathy ddx (broad categories) [BLANK] [BLANK] [BLANK] [BLANK] [BLANK] "" - What goes in the blank?","Auto-immune: paraneoplastic syndrome, Sjogren's, Crohn's, Sarcoidosis - "" Lyme, HIV, AIDP, +/- amyloid can cause both axonal and demyelination """,EMG Principles,Cloze,Easy,1351,emg_principles;easy
439,""" HMSN I: CHARCOT-MARIE-TOOTH Edx Findings NCS SNAP: Abnormal CMAP: Abnormal, CV decreased by [70]% No [BLANK] No [BLANK] No [BLANK] EMG [BLANK] "" - What goes in the blank?","70 - "" CMAP *temporal dispersion and CB are indicative of an aquired neuropathy """,EMG Principles,Cloze,Easy,1352,emg_principles;easy
440,""" HMSN I: CHARCOT-MARIE-TOOTH Edx Findings NCS SNAP: Abnormal CMAP: Abnormal, CV decreased by [temporal dispersion]% No [BLANK] No [BLANK] No [BLANK] EMG [BLANK] "" - What goes in the blank?","temporal dispersion - "" CMAP *temporal dispersion and CB are indicative of an aquired neuropathy """,EMG Principles,Cloze,Easy,1352,emg_principles;easy
441,""" HMSN I: CHARCOT-MARIE-TOOTH Edx Findings NCS SNAP: Abnormal CMAP: Abnormal, CV decreased by [conduction block]% No [BLANK] No [BLANK] No [BLANK] EMG [BLANK] "" - What goes in the blank?","conduction block - "" CMAP *temporal dispersion and CB are indicative of an aquired neuropathy """,EMG Principles,Cloze,Easy,1352,emg_principles;easy
442,""" HMSN I: CHARCOT-MARIE-TOOTH Edx Findings NCS SNAP: Abnormal CMAP: Abnormal, CV decreased by [focal slowing (diffuse slowing]% No [BLANK] No [BLANK] No [BLANK] EMG [BLANK] "" - What goes in the blank?","focal slowing (diffuse slowing - "" CMAP *temporal dispersion and CB are indicative of an aquired neuropathy """,EMG Principles,Cloze,Easy,1352,emg_principles;easy
443,""" HMSN I: CHARCOT-MARIE-TOOTH Edx Findings NCS SNAP: Abnormal CMAP: Abnormal, CV decreased by [Normal]% No [BLANK] No [BLANK] No [BLANK] EMG [BLANK] "" - What goes in the blank?","Normal - "" CMAP *temporal dispersion and CB are indicative of an aquired neuropathy """,EMG Principles,Cloze,Easy,1352,emg_principles;easy
444,""" AIDP (GBS) and CIDP Edx findings NCS SNAP: [Abnormal] CMAP: [BLANK] CV / o/p latecny [BLANK]: amplitude NCS CMAP will be positive for [BLANK] [BLANK] [BLANK] [BLANK]: [BLANK] EMG [BLANK] "" - What goes in the blank?","Abnormal - "" autoimmune response targets Schwann cells (responsible for producing myelin sheath of peripheral nerves) segmental demyelination throughout peripheral nerves SNAP: absent or slowed CMAP: increased distal latencies and slowed CV EMG: normla, demeylinating in most cases there is minimal or no axonal",EMG Principles,Cloze,Easy,1353,emg_principles;easy
445,""" AIDP (GBS) and CIDP Edx findings NCS SNAP: [Abnormal] CMAP: [BLANK] CV / o/p latecny [BLANK]: amplitude NCS CMAP will be positive for [BLANK] [BLANK] [BLANK] [BLANK]: [BLANK] EMG [BLANK] "" - What goes in the blank?","Abnormal - "" autoimmune response targets Schwann cells (responsible for producing myelin sheath of peripheral nerves) segmental demyelination throughout peripheral nerves SNAP: absent or slowed CMAP: increased distal latencies and slowed CV EMG: normla, demeylinating in most cases there is minimal or no axonal",EMG Principles,Cloze,Easy,1353,emg_principles;easy
446,""" AIDP (GBS) and CIDP Edx findings NCS SNAP: [normal (unless poor prognosis)] CMAP: [BLANK] CV / o/p latecny [BLANK]: amplitude NCS CMAP will be positive for [BLANK] [BLANK] [BLANK] [BLANK]: [BLANK] EMG [BLANK] "" - What goes in the blank?","normal (unless poor prognosis) - "" autoimmune response targets Schwann cells (responsible for producing myelin sheath of peripheral nerves) segmental demyelination throughout peripheral nerves SNAP: absent or slowed CMAP: increased distal latencies and slowed CV EMG: normla, demeylinating in most cases there is minimal or no axonal",EMG Principles,Cloze,Easy,1353,emg_principles;easy
447,""" AIDP (GBS) and CIDP Edx findings NCS SNAP: [temporal dispersion] CMAP: [BLANK] CV / o/p latecny [BLANK]: amplitude NCS CMAP will be positive for [BLANK] [BLANK] [BLANK] [BLANK]: [BLANK] EMG [BLANK] "" - What goes in the blank?","temporal dispersion - "" autoimmune response targets Schwann cells (responsible for producing myelin sheath of peripheral nerves) segmental demyelination throughout peripheral nerves SNAP: absent or slowed CMAP: increased distal latencies and slowed CV EMG: normla, demeylinating in most cases there is minimal or no axonal",EMG Principles,Cloze,Easy,1353,emg_principles;easy
448,""" AIDP (GBS) and CIDP Edx findings NCS SNAP: [conduction block] CMAP: [BLANK] CV / o/p latecny [BLANK]: amplitude NCS CMAP will be positive for [BLANK] [BLANK] [BLANK] [BLANK]: [BLANK] EMG [BLANK] "" - What goes in the blank?","conduction block - "" autoimmune response targets Schwann cells (responsible for producing myelin sheath of peripheral nerves) segmental demyelination throughout peripheral nerves SNAP: absent or slowed CMAP: increased distal latencies and slowed CV EMG: normla, demeylinating in most cases there is minimal or no axonal",EMG Principles,Cloze,Easy,1353,emg_principles;easy
449,""" AIDP (GBS) and CIDP Edx findings NCS SNAP: [focal slowing] CMAP: [BLANK] CV / o/p latecny [BLANK]: amplitude NCS CMAP will be positive for [BLANK] [BLANK] [BLANK] [BLANK]: [BLANK] EMG [BLANK] "" - What goes in the blank?","focal slowing - "" autoimmune response targets Schwann cells (responsible for producing myelin sheath of peripheral nerves) segmental demyelination throughout peripheral nerves SNAP: absent or slowed CMAP: increased distal latencies and slowed CV EMG: normla, demeylinating in most cases there is minimal or no axonal",EMG Principles,Cloze,Easy,1353,emg_principles;easy
450,""" AIDP (GBS) and CIDP Edx findings NCS SNAP: [F-wave] CMAP: [BLANK] CV / o/p latecny [BLANK]: amplitude NCS CMAP will be positive for [BLANK] [BLANK] [BLANK] [BLANK]: [BLANK] EMG [BLANK] "" - What goes in the blank?","F-wave - "" autoimmune response targets Schwann cells (responsible for producing myelin sheath of peripheral nerves) segmental demyelination throughout peripheral nerves SNAP: absent or slowed CMAP: increased distal latencies and slowed CV EMG: normla, demeylinating in most cases there is minimal or no axonal",EMG Principles,Cloze,Easy,1353,emg_principles;easy
451,""" AIDP (GBS) and CIDP Edx findings NCS SNAP: [Abnormal—first EDX sign] CMAP: [BLANK] CV / o/p latecny [BLANK]: amplitude NCS CMAP will be positive for [BLANK] [BLANK] [BLANK] [BLANK]: [BLANK] EMG [BLANK] "" - What goes in the blank?","Abnormal—first EDX sign - "" autoimmune response targets Schwann cells (responsible for producing myelin sheath of peripheral nerves) segmental demyelination throughout peripheral nerves SNAP: absent or slowed CMAP: increased distal latencies and slowed CV EMG: normla, demeylinating in most cases there is minimal or no axonal",EMG Principles,Cloze,Easy,1353,emg_principles;easy
452,""" AIDP (GBS) and CIDP Edx findings NCS SNAP: [typically Normal (unless axonal variant)] CMAP: [BLANK] CV / o/p latecny [BLANK]: amplitude NCS CMAP will be positive for [BLANK] [BLANK] [BLANK] [BLANK]: [BLANK] EMG [BLANK] "" - What goes in the blank?","typically Normal (unless axonal variant) - "" autoimmune response targets Schwann cells (responsible for producing myelin sheath of peripheral nerves) segmental demyelination throughout peripheral nerves SNAP: absent or slowed CMAP: increased distal latencies and slowed CV EMG: normla, demeylinating in most cases there is minimal or no axonal",EMG Principles,Cloze,Easy,1353,emg_principles;easy
453,""" NMJ disorders hinder the production, release, or uptake of ACh a low [safety factor] causes the amplitude of the [BLANK] to fall below the threshold needed to generate a muscle fiber AP This occurs due to an alteration of quantal response or content "" - What goes in the blank?","safety factor - "" safety factor: a measure of how much larger the endplate potential is compared to the threshold potential necessary to trigger an action potential through the activation of voltage gated sodium channels """,Muscle Anatomy,Cloze,Easy,1356,muscle_anatomy;easy
454,""" NMJ disorders hinder the production, release, or uptake of ACh a low [endplate potentials] causes the amplitude of the [BLANK] to fall below the threshold needed to generate a muscle fiber AP This occurs due to an alteration of quantal response or content "" - What goes in the blank?","endplate potentials - "" safety factor: a measure of how much larger the endplate potential is compared to the threshold potential necessary to trigger an action potential through the activation of voltage gated sodium channels """,Muscle Anatomy,Cloze,Easy,1356,muscle_anatomy;easy
455,""" Myasthenia gravis ( MG ): disorder resulting in a decreased quantal response due to an autoimmune response against postsynaptic ACh receptors leads to [reduced] [BLANK] amplitudes , and [BLANK] frequency (quantal content is normal) "" - What goes in the blank?","reduced - "" Postsynaptic membrane changes . MG —Simplification of the postsynaptic membrane. The NMJ demonstrates a reduction in the number of postsynaptic junctional folds. MS —Hypertrophy of postsynaptic membrane; the NMJs demonstrate an increase in the complexity of the postsynaptic membrane architecture. ",General EMG,Cloze,Easy,1357,general_emg;easy
456,""" Myasthenia gravis ( MG ): disorder resulting in a decreased quantal response due to an autoimmune response against postsynaptic ACh receptors leads to [miniature endplate potential ( MEPP )] [BLANK] amplitudes , and [BLANK] frequency (quantal content is normal) "" - What goes in the blank?","miniature endplate potential ( MEPP ) - "" Postsynaptic membrane changes . MG —Simplification of the postsynaptic membrane. The NMJ demonstrates a reduction in the number of postsynaptic junctional folds. MS —Hypertrophy of postsynaptic membrane; the NMJs demonstrate an increase in the complexity of the postsynaptic membrane architecture. ",General EMG,Cloze,Easy,1357,general_emg;easy
457,""" Myasthenia gravis ( MG ): disorder resulting in a decreased quantal response due to an autoimmune response against postsynaptic ACh receptors leads to [normal] [BLANK] amplitudes , and [BLANK] frequency (quantal content is normal) "" - What goes in the blank?","normal - "" Postsynaptic membrane changes . MG —Simplification of the postsynaptic membrane. The NMJ demonstrates a reduction in the number of postsynaptic junctional folds. MS —Hypertrophy of postsynaptic membrane; the NMJs demonstrate an increase in the complexity of the postsynaptic membrane architecture. ",General EMG,Cloze,Easy,1357,general_emg;easy
